size,n_default,n_online,reward_default,reward_online
10.0,10.0,18.0,-281.3415448290001,-579.1876425358291
10.0,13.0,14.0,-419.5463123535451,-619.575719883316
10.0,15.0,13.0,-661.6509968772771,-307.8002163552661
10.0,13.0,11.0,-464.04986124788104,-279.26570811060003
