size,n_default,n_online,reward_default,reward_online
10.0,16.0,18.0,-359.149911257176,-290.71712755484265
10.0,12.0,17.0,-333.53692931590007,-478.8090918212833
10.0,7.0,14.0,-195.35416100000003,-200.58830343588954
10.0,9.0,6.0,-170.65670321,-197.95177999999999
